Subject_ID,Epoch_ID,Delta_Mean_Freq,Theta_Mean_Freq,Alpha_Mean_Freq,Beta_Mean_Freq,Gamma_Mean_Freq,Delta_LZC,Theta_LZC,Alpha_LZC,Beta_LZC,Gamma_LZC,PAC_Delta_Beta,PAC_Delta_Gamma,PAC_Theta_Beta,PAC_Theta_Gamma,PAC_Alpha_Beta,PAC_Alpha_Gamma,Kuramoto_Delta,Kuramoto_Theta,Kuramoto_Alpha,Kuramoto_Beta,Kuramoto_Gamma,MI_Delta,MI_Theta,MI_Alpha,MI_Beta,MI_Gamma,Group,Delta_RBP,Theta_RBP,Alpha_RBP,Beta_RBP,Gamma_RBP
sub-001,sub-001_ep0010,1.6692647451836364,5.367484582071977,9.873974613853164,17.19916449136854,32.73133130342735,0.0721433176622505,0.1399580362647661,0.2083499014085796,0.2975190420391213,0.3918825015413451,0.0062811544023482,0.007084525606055,0.0010165726319681,0.0013554024083826,0.0010009498899598,0.0009649644740044,0.9541260347640568,0.9508148756332974,0.8393001982669702,0.8036546011564667,0.6546905712431519,1.137301859937631,0.9540598676803584,0.7001489985496533,0.4573609584391751,0.2178456162080379,A,0.8601853698821841,0.11537109872818078,0.031963312515595844,0.025598897961004428,0.011683152025431088
sub-001,sub-001_ep0011,1.5139245484047006,4.885279237710366,10.520753390970702,17.624694140831043,32.095223721612065,0.0505003223635753,0.1350522906637331,0.2048870221607916,0.2926132964380883,0.3887081955642061,0.0092194241895265,0.0132044268769752,0.0013669184597835,0.0032953152690638,0.0004360623069061,0.0008564492459617,0.9710901060875784,0.8492333424974258,0.8658226067160215,0.8411916808924602,0.5830097494297785,1.167165441638402,0.7256550129199211,0.6608945748305661,0.472965052280528,0.1681293885094194,A,0.8403522729257201,0.14455006403176693,0.022575022644162442,0.022677240268188764,0.015344757370321987
sub-001,sub-001_ep0012,1.0947178438504563,5.261291485749797,10.131727387606714,18.062555108391727,32.159423520741136,0.0545403481526614,0.1416894758886601,0.2054641687020896,0.2978076153097704,0.386399609399014,0.0133006028567974,0.015983820883864,0.0028387531435238,0.0052417657834848,0.0004057249694511,0.0010033242978438,0.9578732636690406,0.7781398172848458,0.8484601549505576,0.835143529614018,0.6274906083169653,1.445286923342005,0.6586078216080243,0.6521116730407434,0.4971217236337137,0.1973750341637772,A,0.9164351717001817,0.06949808317969902,0.01137394444343345,0.008659101492101563,0.0052073013584882704
sub-001,sub-001_ep0013,1.1896019411508196,5.133251251150735,10.020946798443584,16.58732766266692,32.29875465182584,0.0545403481526614,0.1477495145722891,0.2008469963717055,0.3035790807227504,0.3777424112795439,0.007944869550606,0.0089386133701366,0.0018554523516129,0.0021524010637316,0.0004833317419994,0.0006125691810385,0.981959981127108,0.8506673916953887,0.8242892356123687,0.814457833197859,0.6913979941187458,1.529671088576649,0.6042166327842031,0.6066396208315118,0.4900492925625574,0.2755462079804707,A,0.9371267784292702,0.04756200768437588,0.01723537711616329,0.01296502316920216,0.007231300954703855
sub-001,sub-001_ep0014,1.808446522508967,5.1306797768769385,9.784068123873096,17.416346178915425,32.18073538099845,0.0744519038274425,0.1515009670907262,0.2109470608444206,0.2972304687684723,0.382071010339279,0.0077065687928989,0.0086400667382795,0.0015419157598421,0.0019503801913329,0.0004906955101561,0.0007400434808398,0.9311841465844564,0.8835560688146552,0.8715691580490225,0.8367894359519658,0.6621670696887078,1.102372700690467,0.8021420227093459,0.6839633782049168,0.5418347836270184,0.2357993941120874,A,0.8471133949958525,0.13590638579698755,0.03573245955485607,0.019261120473563608,0.013725832303829885
sub-001,sub-001_ep0015,1.267457583574775,4.980118845356931,9.698803678881342,18.14573543570113,32.22136311554384,0.0712775978503035,0.1480380878429381,0.2031555825368975,0.3061762401585914,0.382936730151226,0.0087055031090941,0.008418458204939,0.0015247353134361,0.00199191656571,0.0003611679287844,0.0006258825461051,0.9525868132458618,0.8173142918183126,0.9038301141610194,0.7987188804121451,0.6440843028996188,1.251554576704918,0.756522542622795,0.7238442578998465,0.5290024860190555,0.2174443785664374,A,0.9031192527171434,0.09232437295258326,0.027206425501600077,0.011817994032968389,0.0075353238276137545
sub-001,sub-001_ep0016,1.0552475209916274,4.904101943826717,10.404642508747951,17.664585098274497,32.78506301778781,0.0510774689048734,0.1477495145722891,0.2071956083259836,0.3050219470759954,0.389573915376153,0.0072565248276585,0.0090560415207318,0.0017240818667151,0.00200270125638,0.0004722943603256,0.0004951222698778,0.9879952213679164,0.7348494872611607,0.8574700502940381,0.8201113029124237,0.6903195783865398,1.473364314175674,0.5258200138559702,0.6146550043604071,0.5437007965197975,0.262644171661916,A,0.9693570337352669,0.031837281741725114,0.006608752118141545,0.005764544154488496,0.0034606300572654508
sub-001,sub-001_ep0017,1.2662138312890303,5.163362005246817,10.399028457572024,16.980963324319934,32.49941527262607,0.0669489987905685,0.1610238850221433,0.2005584231010566,0.3009819212869093,0.3939025144358881,0.0045740843814815,0.0091996550428438,0.0010627235718972,0.0015153369264784,0.0003268077276531,0.0007976729156828,0.988981155194998,0.8264495186986218,0.8685887261286023,0.87734587198069,0.7485628293152579,1.5242272954468603,0.691443466087886,0.6737415075730643,0.7025801905746821,0.3277932793941576,A,0.9245591113369717,0.06246114220282073,0.01727565335288357,0.015581190485994337,0.006332528494508872
sub-001,sub-001_ep0018,1.627744790592662,5.238085123144745,10.05817823646056,16.926670785889296,31.760495272491266,0.0683918651438135,0.1535209799852692,0.2043098756194936,0.2986733351217174,0.388131049022908,0.0122798590360132,0.0086879399897488,0.001918721272235,0.0014451435159023,0.0004473497068596,0.0008222054127531,0.9431339019823384,0.8911208163239983,0.9233120248735656,0.8713342048298846,0.7575955707686018,1.394645826305249,0.8371953326069733,0.7583037764450831,0.6923926537692059,0.3465036529641049,A,0.8520848935038157,0.13405503657378903,0.0334751892482924,0.026182190103691563,0.0116882824087801
sub-001,sub-001_ep0019,1.5285980337991285,5.224304589471422,9.8092562661662,18.21367386914897,31.83131324952934,0.0655061324373235,0.1512123938200772,0.2025784359955995,0.3107934124889754,0.388708195564206,0.0050548558482014,0.0069940132770919,0.0024630172374968,0.001617356315622,0.0006808078674487,0.000709338739253,0.9925960935421368,0.8445804170523524,0.91374540686048,0.8292183964857694,0.72228219956926,1.4801678910111438,0.6396634318021693,0.693737424061983,0.5406261844837678,0.3094429974854411,A,0.9087990703101891,0.07463761263822594,0.020462963506856023,0.01353001991336435,0.009770202852347523
sub-001,sub-001_ep0020,1.3574723091467655,5.195798149062559,10.174665946212714,17.82834995048094,31.819768107400485,0.0574260808591514,0.1454409284070971,0.1962298240413215,0.3156991580900085,0.3985196867662721,0.008363769668149,0.0099350107261923,0.0014403790947094,0.0020292964242106,0.0006995303978614,0.0016655113293338,0.9761332637174978,0.8068669485244164,0.9020487035935516,0.8093844622676857,0.7040342052785084,1.4373768281250443,0.5906920400512213,0.6998320672869804,0.4855865890301168,0.2916006931206361,A,0.9080058889587651,0.07286919460193508,0.014906592338448677,0.010456572643500446,0.006212055435200336
sub-001,sub-001_ep0021,1.4449117843492012,5.394790180043348,10.188087999270865,17.63088587572702,32.45350202713893,0.0611775333775884,0.1569838592330572,0.2011355696423545,0.3162763046313065,0.391593928270696,0.00927122264069,0.008983351576157,0.0007979839537423,0.0016878673574166,0.0004240197373407,0.0013001287138352,0.9884873521548948,0.8448423376787123,0.9069269662910802,0.8078426922651167,0.6963910704606626,1.3911482668661046,0.6333968573879232,0.7985866829289059,0.4873887454274288,0.287523537497794,A,0.8650939987471229,0.10099193975010053,0.023589196972128346,0.015146181949850696,0.009115722308377667
sub-001,sub-001_ep0022,1.5678368074663287,5.543686716726362,10.24206868494278,17.356662021691996,32.48224782280395,0.0565603610472044,0.1532324067146202,0.2057527419727386,0.3136791451954654,0.389862488646802,0.0072084614139894,0.007800816095215,0.0022255612196001,0.0016432890026827,0.0004682949962822,0.0006689257158973,0.97618495743317,0.8939079399601826,0.8689556681886791,0.8203045105297173,0.7119666846759183,1.3616219094327735,0.7303222449793039,0.6764076925565207,0.5015432666609366,0.3019602418541028,A,0.8658820541331544,0.0963805783161707,0.028564719452497618,0.018519094359128102,0.010579370324983113
sub-001,sub-001_ep0023,1.5892117599147773,5.238982587982249,9.887649644392395,17.207616315273267,32.0452778089176,0.0620432531895354,0.1468837947603421,0.2121013539270167,0.3107934124889754,0.387842475752259,0.0043985028141526,0.0055223858966578,0.0017503145387134,0.0012300125470452,0.0005273927226239,0.0008741860636326,0.9646189118384138,0.8682272975315641,0.8194654135342978,0.8526643227299979,0.7409616136142964,1.4373940804681806,0.7635918899499654,0.5543572338895371,0.5058359555959264,0.3215179152588477,A,0.8974741933743365,0.08720633111215102,0.023712895668147247,0.018344372493906996,0.010336471818780557
sub-001,sub-001_ep0024,1.513086896845323,5.331589247855315,9.501659375947431,17.090953627746977,31.71341199009064,0.0718547443916015,0.1503466740081301,0.2077727548672816,0.3110819857596244,0.386688182669663,0.0112158813883457,0.0101164931790386,0.0020271350645832,0.0017186946236086,0.000567402499563,0.0006036863677392,0.9550300121287296,0.8437442883038674,0.8455695386817329,0.8602359651802126,0.7360658636747527,1.2703036377606942,0.7251654028142904,0.8006008297050902,0.5341836739636363,0.3202059715609609,A,0.8760535709364088,0.10187574888338455,0.03777754958649913,0.020673409181088974,0.009656148773600418
sub-001,sub-001_ep0025,1.3765414585279838,5.2790773482853055,9.65264822620902,17.410450378229108,31.896280684557286,0.0678147186025155,0.1463066482190441,0.1985384102065135,0.3105048392183264,0.379185277632789,0.009192313827804,0.0069307062792301,0.0011004768165643,0.0016831959865084,0.0003283958487411,0.0005136186196435,0.9519293739857148,0.822767485631989,0.902368279607806,0.8353877029828314,0.7336354355691564,1.1693841033894663,0.6359222219334286,0.8547116536513204,0.5504012781229656,0.3156374893724777,A,0.856684526805471,0.11412431227449221,0.047009248742707066,0.02279390988052681,0.010778087678406597
sub-001,sub-001_ep0026,1.4903527916552386,5.543386207217994,9.350103056136764,17.010599437702652,31.753715590469323,0.0652175591666745,0.1535209799852692,0.2170070995280497,0.3070419599705384,0.393613941165239,0.0074247026496342,0.006595177555761,0.0013048182243392,0.0014122309386763,0.000462106977169,0.0009173077547773,0.9806862671291262,0.819871347340216,0.912522677052734,0.8394886898609816,0.7056830619287965,1.3543403023876313,0.625056741334355,0.7977960492847611,0.5818026796779253,0.2881831567927303,A,0.8434891852490084,0.11943539615775495,0.050151867649444355,0.026659769190266698,0.012338858444748111
sub-001,sub-001_ep0027,1.4182161344025126,5.581031007848066,9.499911652659293,17.933707448855323,32.136488666143094,0.0660832789786215,0.1566952859624082,0.2022898627249505,0.3032905074521014,0.3806281439860339,0.0071413475361399,0.0055178155067115,0.0019926933290709,0.0016216464350137,0.0004010544978933,0.0009032246464964,0.9488394587828836,0.8750349654096592,0.9184780029251566,0.8468478706979654,0.654337169046903,1.2683885802629375,0.695779996875341,0.7765791027596162,0.5792260631448793,0.2544575222859857,A,0.8258676945921373,0.13275610653356124,0.04256126319861122,0.032275419980490945,0.015568668673068687
sub-001,sub-001_ep0028,1.464102161888161,5.720169830368363,10.213975286461237,18.140737369220243,31.89770788668708,0.0675261453318665,0.1506352472787791,0.1968069705826195,0.3107934124889754,0.379473850903438,0.0074077524563065,0.0069498738725922,0.001402241904799,0.0019234219758898,0.000430817046539,0.0007227449049976,0.966460448748982,0.8883119255808629,0.8615243481302446,0.8421851752030467,0.6767999760430217,1.2541802898639387,0.679902370205405,0.695097007680949,0.5098999996737836,0.265395663183908,A,0.8442170486247571,0.11831804285176588,0.0312811983428372,0.027954729166661956,0.01292526213391239
sub-001,sub-001_ep0029,1.0553099763058496,5.464471125261386,9.800662112499063,17.50805837564719,32.11198419843758,0.0577146541298004,0.1523666869026732,0.2089270479498776,0.3096391194063795,0.388996768834855,0.0128375039711692,0.0084957633588478,0.0011444922733873,0.0011922510401313,0.0003460009042341,0.0007119528258926,0.9372967089785796,0.9185123639491476,0.8526395816965299,0.8338246580762375,0.7228594665368477,1.243361547574673,0.7632121543324751,0.7144623468132858,0.5026708008203867,0.2956716048522572,A,0.8828625085956858,0.07810197258984726,0.028058608731193396,0.01992240298173838,0.008328934339104109
sub-001,sub-001_ep0030,1.1568080594664198,5.298843009181638,9.702635849240874,16.99753037077945,32.1736623549832,0.0571375075885024,0.1468837947603422,0.1976726903945665,0.3027133609108033,0.38466816977512,0.0122242618928968,0.0103235919224036,0.0023222597528878,0.002152241757134,0.000377765281792,0.0008493566158306,0.9746121088331684,0.9171476872300036,0.8770016927379721,0.8680662713969021,0.7200720415854676,1.4169587920662614,0.8608855422451515,0.7368057488019331,0.615313327481807,0.3151704112974861,A,0.9192948727183786,0.057134347341974964,0.016730405150793607,0.014829606480131655,0.007317497638260578
sub-001,sub-001_ep0031,1.4178934977326378,5.327776387825884,9.922946668219833,16.511271164714827,31.73797074374048,0.0715661711209525,0.1535209799852692,0.1982498369358645,0.2995390549336644,0.37889670436214,0.0119479305951119,0.0072580046569007,0.0023354310975369,0.0021580124764095,0.0005066683466698,0.0007502902256629,0.9769469229777816,0.8739471350198946,0.8484763549270394,0.849493399751379,0.6897088096484538,1.393641252004134,0.754187029880676,0.6603264769645464,0.5669487863288233,0.282452532174504,A,0.8632415640036711,0.0963742561287966,0.03418484646374628,0.022145027815399863,0.01302410922040142
sub-001,sub-001_ep0032,1.3348756611858146,5.126027749078023,10.000986382382578,16.576101500249912,31.61628798673744,0.0750290503687405,0.1471723680309911,0.2043098756194936,0.3076191065118364,0.379185277632789,0.0089544949907536,0.0086868198520489,0.0013884535366073,0.0015959840179027,0.0005835974881696,0.0007565923343442,0.9815701729214048,0.8693974583489926,0.8935327984422201,0.8023041675828306,0.6617392731080024,1.4740963656205308,0.7405480797983939,0.7426288534626395,0.4774480175065244,0.2473669717959807,A,0.9271776147916794,0.055416357813324005,0.023813482783020024,0.011919587725483538,0.006304013550273115
sub-001,sub-001_ep0033,1.115553366910831,5.491130395372696,9.95647655980832,17.86147687150771,31.34854881645405,0.0461717233038403,0.1532324067146202,0.2069070350553346,0.3145448650074124,0.3939025144358881,0.0105496468791515,0.011070688055776,0.0012687251113045,0.0016414176820919,0.0004959614553068,0.0008820558506254,0.986727354013568,0.8999701537147148,0.858053357329078,0.820826515078157,0.6937392267040438,1.5112249575185492,0.8072571045099206,0.763355452459269,0.540101825733271,0.2710530946195202,A,0.9210320813185977,0.06272935774119148,0.01811265220165704,0.009642250982886836,0.005241938124378109
sub-001,sub-001_ep0034,1.4735985353791288,5.428307604775156,9.890635978865452,17.727265132823568,32.34686732826759,0.0588689472123964,0.1474609413016401,0.2057527419727386,0.3024247876401544,0.391305355000047,0.0080188140126629,0.0077168148026074,0.0012673962985096,0.0021322060844985,0.00052276930214,0.0012439236686301,0.9538109740632784,0.9137194022099052,0.8187364581494349,0.8126032076719787,0.704438782487126,1.1623546479086653,0.7567705460181826,0.5506440740785322,0.4735382821287375,0.2392607421511652,A,0.7936237558031225,0.161731979062204,0.030235418665207205,0.0316114188603404,0.022675070289881836
sub-001,sub-001_ep0035,1.2478848770469488,6.124479454459047,10.162397920123096,17.53057192574998,32.590386655598856,0.0790690761578266,0.1486152343842361,0.1996927032891095,0.3133905719248164,0.3936139411652391,0.0174314697066731,0.0091820964285984,0.0010523221796193,0.0013976073042722,0.000405168100714,0.0008649439135054,0.9229038365051678,0.900933530272732,0.8487547625643411,0.7845580951824194,0.6396535452014303,1.0326110395751338,0.7610024324647889,0.5888846963281111,0.4604602687156858,0.2049809493219633,A,0.840313811112311,0.11097382528569687,0.028131484811273675,0.02642272784167718,0.020266119730623262
sub-001,sub-001_ep0036,1.3016786624014431,5.667460564179807,9.69460433284903,16.71676776108365,32.64648734093314,0.0712775978503035,0.1616010315634412,0.2170070995280497,0.3064648134292405,0.390728208458749,0.0194723182867757,0.0129254227200404,0.0020335781602003,0.0017629245459,0.0006734471162526,0.0007088004106973,0.949077343785579,0.917709191908403,0.8230093931183886,0.8159409418037115,0.631328889616077,1.1375266651425786,0.7897343301661521,0.6247036911164867,0.5132273963985345,0.2006235701398881,A,0.8472064710032158,0.11969477828653526,0.03422352533394111,0.027561883399682702,0.016140183543531667
sub-001,sub-001_ep0037,1.4254633499448786,5.548528693345056,9.565430883350762,17.87379662352251,31.748987990702545,0.0669489987905685,0.1515009670907262,0.2164299529867517,0.3038676539933994,0.394479660977186,0.0101836224437888,0.0110267027175718,0.0012325069305694,0.0025556340402848,0.0005850809989891,0.0012357671137226,0.9732894160460772,0.8576410346879272,0.7963813976650644,0.8158299810693491,0.668671984080228,1.183072805910276,0.6961891974881471,0.5877395151212409,0.4766816366149273,0.2283265002894705,A,0.9022356204445443,0.06902678946579828,0.02832734105779948,0.018870551429281793,0.013552280239154712
sub-001,sub-001_ep0038,1.3383234197484508,5.372152610296252,10.003840027711492,17.800945342637046,31.68606896045392,0.0551174946939594,0.1520781136320242,0.2054641687020896,0.3119477055715715,0.380339570715385,0.0059264074992689,0.0070464085665012,0.0009363590884886,0.0018699774047007,0.000496261701719,0.0009286623451969,0.9852446180857904,0.8324056288951274,0.8286988237890952,0.8287913894617452,0.6862661907869176,1.490243222795962,0.6511043687550863,0.5762944260869227,0.4867144825542552,0.2458360544826375,A,0.9388017172681872,0.05143038011370421,0.01446228583201504,0.01361794467220685,0.007040959206618788
sub-001,sub-001_ep0039,1.2459298528337464,5.25831916723922,9.902476758806015,17.857134033509034,31.644625376867044,0.0556946412352574,0.1520781136320242,0.2138327935509106,0.3151220115487105,0.3990968333075702,0.0090083246507204,0.0075888095034974,0.000942630743663,0.0020898169769305,0.0004070861425219,0.0004479161399131,0.9853054522875544,0.8760678331743922,0.8435822950549187,0.8195009108699141,0.7141407503996163,1.5173650303504669,0.7886818222668509,0.662390290233319,0.5069003739628813,0.3033631763099961,A,0.9409569735520795,0.0577916242794055,0.01291303422086828,0.008388823759760942,0.004413855833919108
sub-001,sub-001_ep0040,1.3257767855557607,5.2953313810175535,9.60644682307709,18.07571481271616,31.891260291591056,0.0565603610472044,0.1506352472787792,0.2069070350553346,0.3211820502323396,0.3964996738717291,0.0118751148246954,0.0069576205980502,0.001856667613213,0.0012693912477075,0.0004073155941536,0.0004493301903175,0.9908811567692782,0.8760041366709777,0.8663968267290593,0.8154203819351865,0.7353930777177915,1.5724774822263692,0.878863013555356,0.6967866346895359,0.5206720558885796,0.3317107803203077,A,0.9216084877018744,0.06546216944974188,0.019352543623156436,0.009991162901030363,0.006240362085025213
sub-001,sub-001_ep0041,1.7326243441106417,5.005095795327455,9.542650667989037,17.674575368418118,32.34435982871725,0.0562717877765554,0.1517895403613752,0.2060413152433876,0.2957876024152273,0.373990958761107,0.0100971056545456,0.0102862936072421,0.0011393389750794,0.001749778042633,0.0005592618742929,0.0008846185809852,0.9864230013503168,0.8537685198761256,0.822346102765175,0.845502386980467,0.6757020780141487,1.5467294719300708,0.8239916080872336,0.6011530236696427,0.5593825741587122,0.2755238482424311,A,0.9172852126251028,0.09340657951869302,0.017183002490730438,0.010082139446148991,0.00565310138175811
sub-001,sub-001_ep0042,1.4748945576105577,5.446577552577216,9.71155549921862,18.08093179974309,31.39647838538988,0.0608889601069394,0.1437094887832031,0.2080613281379306,0.3093505461357304,0.378608131091491,0.0084356607510992,0.0088700647265985,0.0016727358776656,0.0011048605580543,0.0009177687018242,0.0008157735214135,0.98899639425537,0.9057586140177446,0.7634606901191515,0.8248671906689851,0.713417292899924,1.503972194059054,0.6584390949306792,0.4698019381076808,0.5141851064200174,0.2968456224844794,A,0.9391126212914538,0.05590093575902144,0.010357482243317458,0.008554037297932573,0.0044091766148851115
sub-001,sub-001_ep0043,1.236931191717797,5.630077320693047,9.742044641566135,17.76525225422144,31.281618556947443,0.0606003868362904,0.1489038076548852,0.2066184617846856,0.3156991580900085,0.3892853421055041,0.0073494560605125,0.0097572001221682,0.0013642175536902,0.0017826481597989,0.0006235873810895,0.0009534615121725,0.9889972341395938,0.893588412058119,0.7650799183541115,0.8266936881661532,0.7580433077433195,1.487592090414093,0.6180724483630279,0.4774155800282439,0.5326007581162409,0.3336107133975453,A,0.9209081377546142,0.05697876473460213,0.015080010666420169,0.013659343146931324,0.006617961045287792
sub-001,sub-001_ep0044,1.4742714099650007,5.173097717506262,9.474104688848527,18.14646211093302,31.43695075127648,0.0611775333775884,0.1509238205494282,0.1999812765597585,0.3047333738053464,0.3768766914675969,0.0076117784586142,0.0059186353664434,0.0018914724807628,0.0017293524969906,0.0006531689443673,0.0006732813273507,0.9875735325787532,0.8725654961828743,0.8080278308034279,0.853783866751236,0.7151623769637008,1.5594581468995743,0.6846533719392682,0.5356755266770729,0.5943675110812656,0.2932251033356221,A,0.9136634530245731,0.08920724288703867,0.02162875823083286,0.013557797869188764,0.007501319406450548
sub-001,sub-001_ep0045,1.5882424622609863,5.3806056275659575,9.991383450114046,18.47495583782209,32.52706765459653,0.0652175591666745,0.1448637818657991,0.2063298885140366,0.3116591323009224,0.3742795320317559,0.007948262878823,0.0064413532392707,0.0016295205766716,0.0017578741196016,0.0007619286220561,0.0009430169579395,0.985725126142332,0.904222817753176,0.8030375343722864,0.830884232952619,0.6905975179066222,1.351736831655825,0.7749774139617668,0.5704351040383248,0.5514239169648241,0.2666842439579968,A,0.9183952150421867,0.07767337555413326,0.01716545709239352,0.011456211829245385,0.0053466188715861436
